version,pattern,thread,n_rows,n_cols,time_elapsed
histo_seq, plasma, 16, 5000,5000,2.524548
histo_seq, plasma, 16,50000,500,
histo_seq, plasma, 16,500,50000,
histo_seq, gradient, 16, 5000,5000,
histo_seq, gradient, 16,50000,500,
histo_seq, gradient, 16,500,50000,
histo_seq, uni, 16, 5000,5000,
histo_seq, uni, 16,50000,500,
histo_seq, uni, 16,500,50000,
histo_seq, pat1, 16, 5000,5000,
histo_seq, pat1, 16,50000,500,
histo_seq, pat1, 16,500,50000,
histo_seq, pat2, 16, 5000,5000,
histo_seq, pat2, 16,50000,500,
histo_seq, pat2, 16,500,50000,
histo_seq, random, 16, 5000,5000,2.241124
histo_seq, random, 16,50000,500,2.283339
histo_seq, random, 16,500,50000,2.248275
histo_seq, areas, 16, 1000,1000,9.500170
histo_seq, areas, 16,10000,100,9.831780
histo_seq, areas, 16,100,10000,1.026552
histo_seq, plasma, 16, 1000,1000,1.011782
histo_seq, plasma, 16,10000,100,8.327350
histo_seq, plasma, 16,100,10000,1.460898
histo_seq, gradient, 16, 1000,1000,1.112561
histo_seq, gradient, 16,10000,100,1.883016
histo_seq, gradient, 16,100,10000,2.506051
histo_seq, uni, 16, 1000,1000,2.520514
histo_seq, uni, 16,10000,100,2.539719
histo_seq, uni, 16,100,10000,2.529721
histo_seq, pat1, 16, 1000,1000,2.424066
histo_seq, pat1, 16,10000,100,2.296333
histo_seq, pat1, 16,100,10000,1.849652
histo_seq, pat2, 16, 1000,1000,2.515996
histo_seq, pat2, 16,10000,100,2.541827
histo_seq, pat2, 16,100,10000,2.514962
histo_seq, random, 16, 1000,1000,1.218571
histo_seq, random, 16,10000,100,1.215628
histo_seq, random, 16,100,10000,1.215342
histo_seq, areas, 16, 3000,3000,7.453441
histo_seq, areas, 16,30000,300,7.369413
histo_seq, areas, 16,300,30000,7.327374
histo_seq, plasma, 16, 3000,3000,8.724634
histo_seq, plasma, 16,30000,300,7.364783
histo_seq, plasma, 16,300,30000,1.140582
histo_seq, gradient, 16, 3000,3000,1.477375
histo_seq, gradient, 16,30000,300,1.596702
histo_seq, gradient, 16,300,30000,1.838959
histo_seq, uni, 16, 3000,3000,2.770110
histo_seq, uni, 16,30000,300,1.757805
histo_seq, uni, 16,300,30000,1.786489
histo_seq, pat1, 16, 3000,3000,1.810822
histo_seq, pat1, 16,30000,300,1.687077
histo_seq, pat1, 16,300,30000,1.739578
histo_seq, pat2, 16, 3000,3000,1.765483
histo_seq, pat2, 16,30000,300,1.761801
histo_seq, pat2, 16,300,30000,2.409533
histo_seq, random, 16, 3000,3000,8.089162
histo_seq, random, 16,30000,300,8.024141
histo_seq, random, 16,300,30000,8.105456
histo_seq, areas, 16, 5000,5000,2.105160
histo_seq, areas, 16,50000,500,2.124831
histo_seq, areas, 16,500,50000,2.245488
histo_seq, plasma, 16, 5000,5000,2.520672
histo_seq, plasma, 16,50000,500,
histo_seq, plasma, 16,500,50000,
histo_seq, gradient, 16, 5000,5000,
histo_seq, gradient, 16,50000,500,
histo_seq, gradient, 16,500,50000,
histo_seq, uni, 16, 5000,5000,
histo_seq, uni, 16,50000,500,
histo_seq, uni, 16,500,50000,
histo_seq, pat1, 16, 5000,5000,
histo_seq, pat1, 16,50000,500,
histo_seq, pat1, 16,500,50000,
histo_seq, pat2, 16, 5000,5000,
histo_seq, pat2, 16,50000,500,
histo_seq, pat2, 16,500,50000,
histo_seq, random, 16, 5000,5000,2.249772
histo_seq, random, 16,50000,500,1.755350
histo_seq, random, 16,500,50000,2.245251
histo_seq, areas, 16, 1000,1000,9.701950
histo_seq, areas, 16,10000,100,9.430830
histo_seq, areas, 16,100,10000,9.420340
histo_seq, plasma, 16, 1000,1000,1.016660
histo_seq, plasma, 16,10000,100,8.384370
histo_seq, plasma, 16,100,10000,1.714763
histo_seq, gradient, 16, 1000,1000,1.112730
histo_seq, gradient, 16,10000,100,1.871881
histo_seq, gradient, 16,100,10000,2.497936
histo_seq, uni, 16, 1000,1000,2.523921
histo_seq, uni, 16,10000,100,2.542141
histo_seq, uni, 16,100,10000,2.541480
histo_seq, pat1, 16, 1000,1000,2.426191
histo_seq, pat1, 16,10000,100,1.717438
histo_seq, pat1, 16,100,10000,1.848709
histo_seq, pat2, 16, 1000,1000,2.507031
histo_seq, pat2, 16,10000,100,2.551852
histo_seq, pat2, 16,100,10000,2.520446
histo_seq, random, 16, 1000,1000,1.199601
histo_seq, random, 16,10000,100,1.421503
histo_seq, random, 16,100,10000,1.214703
histo_seq, areas, 16, 3000,3000,9.434979
histo_seq, areas, 16,30000,300,7.435803
histo_seq, areas, 16,300,30000,7.576957
histo_seq, plasma, 16, 3000,3000,8.606258
histo_seq, plasma, 16,30000,300,7.279545
histo_seq, plasma, 16,300,30000,1.128860
histo_seq, gradient, 16, 3000,3000,1.128277
histo_seq, gradient, 16,30000,300,1.583716
histo_seq, gradient, 16,300,30000,1.758215
histo_seq, uni, 16, 3000,3000,1.757588
histo_seq, uni, 16,30000,300,1.813429
histo_seq, uni, 16,300,30000,1.861075
histo_seq, pat1, 16, 3000,3000,1.727354
histo_seq, pat1, 16,30000,300,1.722639
histo_seq, pat1, 16,300,30000,1.747769
histo_seq, pat2, 16, 3000,3000,1.765266
histo_seq, pat2, 16,30000,300,1.763595
histo_seq, pat2, 16,300,30000,1.771236
histo_seq, random, 16, 3000,3000,1.036094
histo_seq, random, 16,30000,300,8.078702
histo_seq, random, 16,300,30000,8.057770
histo_seq, areas, 16, 5000,5000,2.122426
histo_seq, areas, 16,50000,500,2.130227
histo_seq, areas, 16,500,50000,2.124931
histo_seq, plasma, 16, 5000,5000,2.488201
histo_seq, plasma, 16,50000,500,
histo_seq, plasma, 16,500,50000,
histo_seq, gradient, 16, 5000,5000,
histo_seq, gradient, 16,50000,500,
histo_seq, gradient, 16,500,50000,
histo_seq, uni, 16, 5000,5000,
histo_seq, uni, 16,50000,500,
histo_seq, uni, 16,500,50000,
histo_seq, pat1, 16, 5000,5000,
histo_seq, pat1, 16,50000,500,
histo_seq, pat1, 16,500,50000,
histo_seq, pat2, 16, 5000,5000,
histo_seq, pat2, 16,50000,500,
histo_seq, pat2, 16,500,50000,
histo_seq, random, 16, 5000,5000,2.243615
histo_seq, random, 16,50000,500,2.241869
histo_seq, random, 16,500,50000,2.247693
histo_seq, areas, 16, 1000,1000,9.699430
histo_seq, areas, 16,10000,100,9.525200
histo_seq, areas, 16,100,10000,9.344570
histo_seq, plasma, 16, 1000,1000,1.134542
histo_seq, plasma, 16,10000,100,8.721380
histo_seq, plasma, 16,100,10000,1.393207
histo_seq, gradient, 16, 1000,1000,1.123327
histo_seq, gradient, 16,10000,100,1.895107
histo_seq, gradient, 16,100,10000,2.494082
histo_seq, uni, 16, 1000,1000,2.525264
histo_seq, uni, 16,10000,100,2.522412
histo_seq, uni, 16,100,10000,2.528798
histo_seq, pat1, 16, 1000,1000,2.440570
histo_seq, pat1, 16,10000,100,2.299163
histo_seq, pat1, 16,100,10000,2.465968
histo_seq, pat2, 16, 1000,1000,2.634836
histo_seq, pat2, 16,10000,100,2.600402
histo_seq, pat2, 16,100,10000,2.516824
histo_seq, random, 16, 1000,1000,1.007244
histo_seq, random, 16,10000,100,9.176890
histo_seq, random, 16,100,10000,1.215679
histo_seq, areas, 16, 3000,3000,7.318263
histo_seq, areas, 16,30000,300,7.373273
histo_seq, areas, 16,300,30000,7.442739
histo_seq, plasma, 16, 3000,3000,8.687598
histo_seq, plasma, 16,30000,300,7.383612
histo_seq, plasma, 16,300,30000,1.143155
histo_seq, gradient, 16, 3000,3000,1.133201
histo_seq, gradient, 16,30000,300,1.610160
histo_seq, gradient, 16,300,30000,1.738515
histo_seq, uni, 16, 3000,3000,1.835652
histo_seq, uni, 16,30000,300,1.757458
histo_seq, uni, 16,300,30000,1.798600
histo_seq, pat1, 16, 3000,3000,1.736832
histo_seq, pat1, 16,30000,300,1.674221
histo_seq, pat1, 16,300,30000,1.770721
histo_seq, pat2, 16, 3000,3000,1.757976
histo_seq, pat2, 16,30000,300,1.775083
histo_seq, pat2, 16,300,30000,1.755170
histo_seq, random, 16, 3000,3000,1.042443
histo_seq, random, 16,30000,300,8.057428
histo_seq, random, 16,300,30000,8.072682
histo_seq, areas, 16, 5000,5000,2.124081
histo_seq, areas, 16,50000,500,2.113200
histo_seq, areas, 16,500,50000,2.113530
histo_seq, plasma, 16, 5000,5000,2.495186
histo_seq, plasma, 16,50000,500,
histo_seq, plasma, 16,500,50000,
histo_seq, gradient, 16, 5000,5000,
histo_seq, gradient, 16,50000,500,
histo_seq, gradient, 16,500,50000,
histo_seq, uni, 16, 5000,5000,
histo_seq, uni, 16,50000,500,
histo_seq, uni, 16,500,50000,
histo_seq, pat1, 16, 5000,5000,
histo_seq, pat1, 16,50000,500,
histo_seq, pat1, 16,500,50000,
histo_seq, pat2, 16, 5000,5000,
histo_seq, pat2, 16,50000,500,
histo_seq, pat2, 16,500,50000,
histo_seq, random, 16, 5000,5000,2.243110
histo_seq, random, 16,50000,500,2.245642
histo_seq, random, 16,500,50000,1.759401
histo_seq, areas, 16, 1000,1000,8.905580
histo_seq, areas, 16,10000,100,9.517050
histo_seq, areas, 16,100,10000,9.136950
histo_seq, plasma, 16, 1000,1000,1.015474
histo_seq, plasma, 16,10000,100,8.470530
histo_seq, plasma, 16,100,10000,1.399331
histo_seq, gradient, 16, 1000,1000,1.126498
histo_seq, gradient, 16,10000,100,1.885873
histo_seq, gradient, 16,100,10000,2.512300
histo_seq, uni, 16, 1000,1000,2.530743
histo_seq, uni, 16,10000,100,2.535276
histo_seq, uni, 16,100,10000,2.523682
histo_seq, pat1, 16, 1000,1000,2.423079
histo_seq, pat1, 16,10000,100,2.318881
histo_seq, pat1, 16,100,10000,3.532068
histo_seq, pat2, 16, 1000,1000,2.516952
histo_seq, pat2, 16,10000,100,2.621676
histo_seq, pat2, 16,100,10000,2.618833
histo_seq, random, 16, 1000,1000,1.207175
histo_seq, random, 16,10000,100,1.464875
histo_seq, random, 16,100,10000,1.214613
histo_seq, areas, 16, 3000,3000,7.604163
histo_seq, areas, 16,30000,300,7.666393
histo_seq, areas, 16,300,30000,7.353807
histo_seq, plasma, 16, 3000,3000,8.801847
histo_seq, plasma, 16,30000,300,7.477745
histo_seq, plasma, 16,300,30000,1.151238
histo_seq, gradient, 16, 3000,3000,1.088321
histo_seq, gradient, 16,30000,300,1.628007
histo_seq, gradient, 16,300,30000,1.762670
histo_seq, uni, 16, 3000,3000,1.757425
histo_seq, uni, 16,30000,300,1.809730
histo_seq, uni, 16,300,30000,1.754599
histo_seq, pat1, 16, 3000,3000,1.736540
histo_seq, pat1, 16,30000,300,1.666432
histo_seq, pat1, 16,300,30000,1.735710
histo_seq, pat2, 16, 3000,3000,2.318255
histo_seq, pat2, 16,30000,300,1.804538
histo_seq, pat2, 16,300,30000,1.757610
histo_seq, random, 16, 3000,3000,1.037641
histo_seq, random, 16,30000,300,8.202601
histo_seq, random, 16,300,30000,8.064141
histo_seq, areas, 16, 5000,5000,2.137808
histo_seq, areas, 16,50000,500,2.115694
histo_seq, areas, 16,500,50000,2.061550
histo_seq, plasma, 16, 5000,5000,3.838939
histo_seq, plasma, 16,50000,500,
histo_seq, plasma, 16,500,50000,
histo_seq, gradient, 16, 5000,5000,
histo_seq, gradient, 16,50000,500,
histo_seq, gradient, 16,500,50000,
histo_seq, uni, 16, 5000,5000,
histo_seq, uni, 16,50000,500,
histo_seq, uni, 16,500,50000,
histo_seq, pat1, 16, 5000,5000,
histo_seq, pat1, 16,50000,500,
histo_seq, pat1, 16,500,50000,
histo_seq, pat2, 16, 5000,5000,
histo_seq, pat2, 16,50000,500,
histo_seq, pat2, 16,500,50000,
histo_seq, random, 16, 5000,5000,2.241649
histo_seq, random, 16,50000,500,2.245602
histo_seq, random, 16,500,50000,2.897775
histo_seq, areas, 16, 1000,1000,9.646080
histo_seq, areas, 16,10000,100,9.908890
histo_seq, areas, 16,100,10000,9.722070
histo_seq, plasma, 16, 1000,1000,1.798889
histo_seq, plasma, 16,10000,100,8.285410
histo_seq, plasma, 16,100,10000,1.405824
histo_seq, gradient, 16, 1000,1000,1.107223
histo_seq, gradient, 16,10000,100,1.878819
histo_seq, gradient, 16,100,10000,2.508345
histo_seq, uni, 16, 1000,1000,2.525544
histo_seq, uni, 16,10000,100,2.527226
histo_seq, uni, 16,100,10000,2.524627
histo_seq, pat1, 16, 1000,1000,2.463160
histo_seq, pat1, 16,10000,100,2.292954
histo_seq, pat1, 16,100,10000,2.455717
histo_seq, pat2, 16, 1000,1000,2.500676
histo_seq, pat2, 16,10000,100,2.527583
histo_seq, pat2, 16,100,10000,2.529952
histo_seq, random, 16, 1000,1000,1.226878
histo_seq, random, 16,10000,100,1.227620
histo_seq, random, 16,100,10000,1.222523
histo_seq, areas, 16, 3000,3000,7.459155
histo_seq, areas, 16,30000,300,7.368833
histo_seq, areas, 16,300,30000,7.356866
histo_seq, plasma, 16, 3000,3000,8.737855
histo_seq, plasma, 16,30000,300,7.491162
histo_seq, plasma, 16,300,30000,1.145443
histo_seq, gradient, 16, 3000,3000,1.155762
histo_seq, gradient, 16,30000,300,1.608649
histo_seq, gradient, 16,300,30000,1.743569
histo_seq, uni, 16, 3000,3000,1.769775
histo_seq, uni, 16,30000,300,1.777996
histo_seq, uni, 16,300,30000,1.757814
histo_seq, pat1, 16, 3000,3000,1.751534
histo_seq, pat1, 16,30000,300,1.681902
histo_seq, pat1, 16,300,30000,1.766541
histo_seq, pat2, 16, 3000,3000,1.769169
histo_seq, pat2, 16,30000,300,1.762080
histo_seq, pat2, 16,300,30000,1.762618
histo_seq, random, 16, 3000,3000,8.082359
histo_seq, random, 16,30000,300,8.060802
histo_seq, random, 16,300,30000,8.092247
histo_seq, areas, 16, 5000,5000,2.113938
histo_seq, areas, 16,50000,500,2.155772
histo_seq, areas, 16,500,50000,2.162185
histo_seq, plasma, 16, 5000,5000,2.506779
histo_seq, plasma, 16,50000,500,
histo_seq, plasma, 16,500,50000,
histo_seq, gradient, 16, 5000,5000,
histo_seq, gradient, 16,50000,500,
histo_seq, gradient, 16,500,50000,
histo_seq, uni, 16, 5000,5000,
histo_seq, uni, 16,50000,500,
histo_seq, uni, 16,500,50000,
histo_seq, pat1, 16, 5000,5000,
histo_seq, pat1, 16,50000,500,
histo_seq, pat1, 16,500,50000,
histo_seq, pat2, 16, 5000,5000,
histo_seq, pat2, 16,50000,500,
histo_seq, pat2, 16,500,50000,
histo_seq, random, 16, 5000,5000,2.245283
histo_seq, random, 16,50000,500,2.243310
histo_seq, random, 16,500,50000,2.247370
histo_seq, areas, 16, 1000,1000,9.441070
histo_seq, areas, 16,10000,100,9.450700
histo_seq, areas, 16,100,10000,9.175500
histo_seq, plasma, 16, 1000,1000,1.019182
histo_seq, plasma, 16,10000,100,1.027788
histo_seq, plasma, 16,100,10000,1.078036
histo_seq, gradient, 16, 1000,1000,1.137805
histo_seq, gradient, 16,10000,100,1.882181
histo_seq, gradient, 16,100,10000,2.489039
histo_seq, uni, 16, 1000,1000,2.523447
histo_seq, uni, 16,10000,100,2.521457
histo_seq, uni, 16,100,10000,2.521703
histo_seq, pat1, 16, 1000,1000,2.426833
histo_seq, pat1, 16,10000,100,2.297529
histo_seq, pat1, 16,100,10000,1.841734
histo_seq, pat2, 16, 1000,1000,2.734870
histo_seq, pat2, 16,10000,100,2.534277
histo_seq, pat2, 16,100,10000,2.514085
histo_seq, random, 16, 1000,1000,1.484607
histo_seq, random, 16,10000,100,1.124733
histo_seq, random, 16,100,10000,1.311728
histo_seq, areas, 16, 3000,3000,7.382798
histo_seq, areas, 16,30000,300,1.069881
histo_seq, areas, 16,300,30000,8.736837
histo_seq, plasma, 16, 3000,3000,8.641839
histo_seq, plasma, 16,30000,300,7.500788
histo_seq, plasma, 16,300,30000,1.162176
histo_seq, gradient, 16, 3000,3000,1.132583
histo_seq, gradient, 16,30000,300,1.608311
histo_seq, gradient, 16,300,30000,1.846188
histo_seq, uni, 16, 3000,3000,1.792709
histo_seq, uni, 16,30000,300,1.756336
histo_seq, uni, 16,300,30000,1.765931
histo_seq, pat1, 16, 3000,3000,1.730594
histo_seq, pat1, 16,30000,300,1.727829
histo_seq, pat1, 16,300,30000,2.302706
histo_seq, pat2, 16, 3000,3000,1.760964
histo_seq, pat2, 16,30000,300,1.760442
histo_seq, pat2, 16,300,30000,1.775312
histo_seq, random, 16, 3000,3000,7.947486
histo_seq, random, 16,30000,300,8.077446
histo_seq, random, 16,300,30000,8.062381
histo_seq, areas, 16, 5000,5000,2.115899
histo_seq, areas, 16,50000,500,2.110073
histo_seq, areas, 16,500,50000,2.112248
histo_seq, plasma, 16, 5000,5000,2.505138
histo_seq, plasma, 16,50000,500,2.120435
histo_seq, plasma, 16,500,50000,
histo_seq, gradient, 16, 5000,5000,
histo_seq, gradient, 16,50000,500,
histo_seq, gradient, 16,500,50000,
histo_seq, uni, 16, 5000,5000,
histo_seq, uni, 16,50000,500,
histo_seq, uni, 16,500,50000,
histo_seq, pat1, 16, 5000,5000,
histo_seq, pat1, 16,50000,500,
histo_seq, pat1, 16,500,50000,
histo_seq, pat2, 16, 5000,5000,
histo_seq, pat2, 16,50000,500,
histo_seq, pat2, 16,500,50000,
histo_seq, random, 16, 5000,5000,2.239363
histo_seq, random, 16,50000,500,2.896180
histo_seq, random, 16,500,50000,2.247211
histo_seq, areas, 16, 1000,1000,8.762060
histo_seq, areas, 16,10000,100,1.075396
histo_seq, areas, 16,100,10000,9.201600
histo_seq, plasma, 16, 1000,1000,1.016088
histo_seq, plasma, 16,10000,100,9.832570
histo_seq, plasma, 16,100,10000,1.403253
histo_seq, gradient, 16, 1000,1000,1.118666
histo_seq, gradient, 16,10000,100,1.873694
histo_seq, gradient, 16,100,10000,2.492841
histo_seq, uni, 16, 1000,1000,2.525779
histo_seq, uni, 16,10000,100,2.537649
histo_seq, uni, 16,100,10000,2.536154
histo_seq, pat1, 16, 1000,1000,2.425395
histo_seq, pat1, 16,10000,100,2.294757
histo_seq, pat1, 16,100,10000,2.463730
histo_seq, pat2, 16, 1000,1000,2.504434
histo_seq, pat2, 16,10000,100,2.568271
histo_seq, pat2, 16,100,10000,2.516031
histo_seq, random, 16, 1000,1000,1.485385
histo_seq, random, 16,10000,100,1.154181
histo_seq, random, 16,100,10000,1.200650
histo_seq, areas, 16, 3000,3000,7.581681
histo_seq, areas, 16,30000,300,7.372429
histo_seq, areas, 16,300,30000,7.618540
histo_seq, plasma, 16, 3000,3000,8.873408
histo_seq, plasma, 16,30000,300,7.265581
histo_seq, plasma, 16,300,30000,1.133842
histo_seq, gradient, 16, 3000,3000,1.502072
histo_seq, gradient, 16,30000,300,1.582271
histo_seq, gradient, 16,300,30000,1.736826
histo_seq, uni, 16, 3000,3000,1.781191
histo_seq, uni, 16,30000,300,1.787231
histo_seq, uni, 16,300,30000,1.766930
histo_seq, pat1, 16, 3000,3000,1.737851
histo_seq, pat1, 16,30000,300,1.694615
histo_seq, pat1, 16,300,30000,1.737809
histo_seq, pat2, 16, 3000,3000,1.783730
histo_seq, pat2, 16,30000,300,1.759948
histo_seq, pat2, 16,300,30000,1.762564
histo_seq, random, 16, 3000,3000,8.078905
histo_seq, random, 16,30000,300,8.546546
histo_seq, random, 16,300,30000,1.042088
histo_seq, areas, 16, 5000,5000,2.132902
histo_seq, areas, 16,50000,500,2.111478
histo_seq, areas, 16,500,50000,2.109850
histo_seq, plasma, 16, 5000,5000,2.475230
histo_seq, plasma, 16,50000,500,2.122105
histo_seq, plasma, 16,500,50000,
histo_seq, gradient, 16, 5000,5000,
histo_seq, gradient, 16,50000,500,
histo_seq, gradient, 16,500,50000,
histo_seq, uni, 16, 5000,5000,
histo_seq, uni, 16,50000,500,
histo_seq, uni, 16,500,50000,
histo_seq, pat1, 16, 5000,5000,
histo_seq, pat1, 16,50000,500,
histo_seq, pat1, 16,500,50000,
histo_seq, pat2, 16, 5000,5000,
histo_seq, pat2, 16,50000,500,
histo_seq, pat2, 16,500,50000,
histo_seq, random, 16, 5000,5000,2.250716
histo_seq, random, 16,50000,500,2.246834
histo_seq, random, 16,500,50000,2.239750
histo_seq, areas, 16, 1000,1000,9.303330
histo_seq, areas, 16,10000,100,9.819810
histo_seq, areas, 16,100,10000,9.136240
histo_seq, plasma, 16, 1000,1000,8.886120
histo_seq, plasma, 16,10000,100,7.876760
histo_seq, plasma, 16,100,10000,1.402474
histo_seq, gradient, 16, 1000,1000,1.107172
histo_seq, gradient, 16,10000,100,1.882195
histo_seq, gradient, 16,100,10000,2.491251
histo_seq, uni, 16, 1000,1000,2.527707
histo_seq, uni, 16,10000,100,2.539365
histo_seq, uni, 16,100,10000,2.521061
histo_seq, pat1, 16, 1000,1000,2.420599
histo_seq, pat1, 16,10000,100,2.307243
histo_seq, pat1, 16,100,10000,2.462788
histo_seq, pat2, 16, 1000,1000,1.894438
histo_seq, pat2, 16,10000,100,2.595228
histo_seq, pat2, 16,100,10000,2.512544
histo_seq, random, 16, 1000,1000,1.136732
histo_seq, random, 16,10000,100,1.219240
histo_seq, random, 16,100,10000,1.169980
histo_seq, areas, 16, 3000,3000,7.457148
histo_seq, areas, 16,30000,300,7.466971
histo_seq, areas, 16,300,30000,8.756530
histo_seq, plasma, 16, 3000,3000,8.648866
histo_seq, plasma, 16,30000,300,8.929745
histo_seq, plasma, 16,300,30000,1.132842
histo_seq, gradient, 16, 3000,3000,1.138094
histo_seq, gradient, 16,30000,300,1.600456
histo_seq, gradient, 16,300,30000,1.769831
histo_seq, uni, 16, 3000,3000,1.753661
histo_seq, uni, 16,30000,300,1.759234
histo_seq, uni, 16,300,30000,1.754813
histo_seq, pat1, 16, 3000,3000,1.725062
histo_seq, pat1, 16,30000,300,1.668349
histo_seq, pat1, 16,300,30000,1.867937
histo_seq, pat2, 16, 3000,3000,1.771718
histo_seq, pat2, 16,30000,300,1.769655
histo_seq, pat2, 16,300,30000,1.752601
histo_seq, random, 16, 3000,3000,8.056008
histo_seq, random, 16,30000,300,1.046320
histo_seq, random, 16,300,30000,1.032983
histo_seq, areas, 16, 5000,5000,2.109599
histo_seq, areas, 16,50000,500,2.122440
histo_seq, areas, 16,500,50000,2.121487
histo_seq, plasma, 16, 5000,5000,2.506354
histo_seq, plasma, 16,50000,500,2.112588
histo_seq, plasma, 16,500,50000,
histo_seq, gradient, 16, 5000,5000,
histo_seq, gradient, 16,50000,500,
histo_seq, gradient, 16,500,50000,
histo_seq, uni, 16, 5000,5000,
histo_seq, uni, 16,50000,500,
histo_seq, uni, 16,500,50000,
histo_seq, pat1, 16, 5000,5000,
histo_seq, pat1, 16,50000,500,
histo_seq, pat1, 16,500,50000,
histo_seq, pat2, 16, 5000,5000,
histo_seq, pat2, 16,50000,500,
histo_seq, pat2, 16,500,50000,
histo_seq, random, 16, 5000,5000,2.248166
histo_seq, random, 16,50000,500,2.240664
histo_seq, random, 16,500,50000,2.242539
histo_seq, areas, 16, 1000,1000,8.959400
histo_seq, areas, 16,10000,100,9.507370
histo_seq, areas, 16,100,10000,9.257980
histo_seq, plasma, 16, 1000,1000,1.015924
histo_seq, plasma, 16,10000,100,9.846820
histo_seq, plasma, 16,100,10000,1.416436
histo_seq, gradient, 16, 1000,1000,1.129422
histo_seq, gradient, 16,10000,100,1.867518
histo_seq, gradient, 16,100,10000,3.818326
histo_seq, uni, 16, 1000,1000,2.525413
histo_seq, uni, 16,10000,100,2.523210
histo_seq, uni, 16,100,10000,2.521202
histo_seq, pat1, 16, 1000,1000,1.816149
histo_seq, pat1, 16,10000,100,2.302105
histo_seq, pat1, 16,100,10000,2.455232
histo_seq, pat2, 16, 1000,1000,2.503895
histo_seq, pat2, 16,10000,100,2.543323
histo_seq, pat2, 16,100,10000,2.513891
histo_seq, random, 16, 1000,1000,1.417494
histo_seq, random, 16,10000,100,1.296139
histo_seq, random, 16,100,10000,1.284267
histo_seq, areas, 16, 3000,3000,7.402774
histo_seq, areas, 16,30000,300,7.243032
histo_seq, areas, 16,300,30000,7.290301
histo_seq, plasma, 16, 3000,3000,8.793753
histo_seq, plasma, 16,30000,300,7.258457
histo_seq, plasma, 16,300,30000,1.127728
histo_seq, gradient, 16, 3000,3000,1.137023
histo_seq, gradient, 16,30000,300,1.581871
histo_seq, gradient, 16,300,30000,1.737801
histo_seq, uni, 16, 3000,3000,1.792694
histo_seq, uni, 16,30000,300,1.818740
histo_seq, uni, 16,300,30000,1.761787
